,Title,Price,Bedrooms,SqFt,Location
2920,2 BEDROOM GROUND LEVEL BASEMENT FOR RENT,1900,2,900,North Burnaby
2921,South Burnaby - 2 bed Suite Available Dec. 1!(7312 Magnolia Terrace),1625,2,NA,"Magnolia Terrace, Burnaby"
2922,"Location and Convenience,  3 Bdrm + 2 bath  in the heart of Metrotown.",3300,3,1315,"Central Boulevard, Metrotown"
2923,"Furnished 880ft 2 BDR, 1 Bath site",1280,2,880,Port Moody
2924,One Bedroom,1200,1,800,Rosewood Street
2925,"Furnished 3 BDR, 2 full Bath, Beautiful huge family house",2380,3,1680,Port Moody
2926,Furnished 1 Bedroom Unit  Available Nov 15,1350,1,625,New Westinster
2927,CLEAN BASEMENT SUITE FOR RENT,1500,2,NA,NA
2928,BASEMENT SUITE FOR RENT,1500,2,NA,NA
2929,"19th Floor, beautiful 3 Bdrm + 2 bath in the heart of Metrotown.",3300,3,1315,"Central Boulevard, Metrotown"
2930,Newly renovated Huge 3 BR unit with 270 deg Views Lougheed Skytrain,2800,3,1192,Lougheed
2931,1 bedroom apartment in nice clean Walk- up building,1575,1,700,NA
2932,2 bedroom apartment in nice clean Walk- up building,2250,2,900,NA
2933,1BR + 1 Den Condo Apartment (Dec 1) **BRAND NEW**,2000,1,NA,NA
2934,New 1 bedroom condo,1700,1,NA,NA
2935,"Luxury furnished 1BR top floor apartment, 3-min walk to Lougheed Skytr",1850,1,680,"North Road, Burnaby"
2936,2 Bedroom Apartment for rent December 1st,1760,2,NA,"North Road, Burnaby"
2937,Deluxe Condo near  Metro Town,2200,2,1100,Victory Street
2938,Deluxe Highrise Condo by SkyTran,1770,1,677,"Manchester Drive, Burnaby"
2939,"Modern, New/09. Safeway, SkyTrain, Cinema. (A8)",2500,3,969,New Westminster
2940,Brand new 2 & 3 Bedrooms suites. Spring 2019. Free rent!,2260,2,NA,NA
2941,"Modern finishes, SkyTrain, Safeway, Shoppers Drug Mart, Cinema (A2-1)",2500,2,1151,New Westminster
2942,Two bedroom apartment,2300,2,850,Metrotown
2943,ONE BEDROOM BACHLOR SUITE,1000,1,700,SFU
2944,1 Bedroom ground level BSMT suite MOSCROP/BOUNDARY,1300,1,NA,NA
2945,1 bedroom 1 bathroom walking distance to Lougheed skytrain station,650,1,NA,Government Street
2946,Beautiful 1 bedroom suite on ground floor available Nov 15,1000,1,NA,NA
2947,"One bedroom basement suite, house in South Slope Burnaby , West of G",1300,1,560,NA
2948,"Walk to HighGate, Metrotown, Skytrain, SFU Xpress Bus",1295,1,670,NA
2949,Clean & Spacious 3 Bedroom/2 Full Bath Upper Duplex,2250,3,1250,North Burnaby
2950,Very New luxury family house secondary suite included,4800,7,3645,South Burnaby
2951,"1 bedroom basement suite in a prime loaction in Surrey, BC",1095,1,NA,Surrey
2952,Burnaby Metrotown Suite Studio furnished apartment rent from  $1299/m,1299,NA,550,Metrotown
2953,Great central location 4bedroom,1600,4,NA,Queensborough
2954,Brand new 1beds/2 bath apartment 3,800,1,NA,NA
2955,Apartment for Rent Near Edmonds Skytrain Station,1500,NA,NA,NA
2956,"2-Bedrooms, 2-Bathrooms, Penthouse",2000,2,850,Grimmer Street
2957,"2 + den + solarium, 2 bth, parking, locker, 6 appliances, pool",2700,2,1350,"Mckay Avenue, Metrotown"
2958,"2 bdrm, 2 bth Condo w/ 7 appliances, prkng, & View",2200,2,850,"Yukon Crescent, Burnaby"
2959,$1800-one Bed RM BrandNew Station SQ,1800,1,560,"Assembly Way, Burnaby"
2960,Unfurnished -1 Bedroom + 1 Bath  (Edmonds),1700,1,624,NA
2961,TWO BEDROOM TWO BATH   WITH FANTASTIC VIEW,2500,2,1135,New Westminster
2962,Burnaby 2Bed 2Bath Condo for rent - Lougheed Mall - ready on Nov 17,2300,2,865,Whiting Way
2963,$2500  2 Bedroom Apartment at Brentwood town center for Rent,2500,2,880,"Brentwood Drive, Burnaby"
2964,1 jr Bedroom - Station Square 2 - Brand New,1650,NA,513,"Assembly Way, Burnaby"
2965,The Charleson 2 Bedroom 2 Baths Brand new condo for Rent,4300,2,1025,Pacific Street
2966,Maywood street($1025)available from 1st dec. You can move around 25nov,1025,1,NA,Metrotown
2967,BRAND NEW 1 Bedroom at Lougheed Mall / Burnaby / Coquitlam,1650,1,550,Government Street
2968,$2900 - 2 BR - 2 BATH  - Spectacular Views,2900,2,1050,"Buchanan Stree,t Burnaby"
2969,main floor house and upper level,3200,5,1850,New Westminster
2970,new Station Square 28th FL corner suite at Metrotown,2850,2,900,Metrotown
2971,ONE BEDROOM - STATION SQUARE CONDO FOR RENT,2000,1,605,NA
2972,Burnaby 2 BR/1ST FLOOR/NEWLY RENOVATED $1600,1600,2,1000,NA
2973,Brand  new 1 bedroom condo,1700,1,NA,NA
2974,North Burnaby 5 Bdrm,3100,5,2800,North Burnaby
2975,Metrotown Station SQuare  28th view 2BR2BA half furnished,2850,2,850,"Metrotown, Burnaby"
2976,new Station Square higher corner suite at Metrotown,2850,2,900,MA
2977,South Granville condo,2300,2,800,NA
2978,Burquitlam/como lake ave.,1550,NA,800,NA
2979,Metrotown Ocean View 1 Bedroom / Den / Balcony,2000,1,554,Metrotown
2980,PRIVATE COACH HOME! Edmonds station,1600,1,NA,NA
2981,new 2 bedrooms suite in deer lake district,1600,2,950,Deer Lake
2982,"3 Bedroom Townhouse 7683 Kingsway, Burnaby BC",2000,3,NA,Kingsway
2983,High-Rise 2 Bed/2Bath Condo in Metrotown,2400,2,749,Metrotown
2984,Steps to Lougheed Mall & SkyTrain,2400,3,1200,Carrigan Court Burnaby
2985,"metrotown, burnaby hospital, BCIT",1545,2,1009,NA
2986,(easyrent.ca) High-end @ Port Royal 1 bed + den +PRK- Avail Dec 1!,2500,1,1080,"Salter Street, New Westminster"
2987,Quiet 1-BDR,1250,1,627,Erickson Drive
2988,Spacious One Bedroom at Station Square.  Move In Now!!,1950,1,NA,"Kingsway, Burnaby"
2989,2 BEDROOM TOWNHOME PET FRIENDLY - ONLY ONE AVAILABLE now,2200,2,1000,14 th Avenue
2990,Lakefield Huge 1300sf 2 Bedroom Basement Suite w/ Patio,1480,2,1300,NA
2991,South Slope 1 Bedroom 1 Bathroom Basement Suite w/ Insuite Laundry,1590,1,750,"Carson Place, Burnaby"
2992,2 bedroom apt for rent,1795,2,NA,NA
2993,Newly Renovated Extra Large 2 BDRM Penthouse Suite available Nov,2250,2,NA,New Westminster
2994,Main Floor New Renovated Thre Bedrooms For Rent In Burnaby South,2200,3,1128,South Slope
2995,LOVELY 2BR SUITE AVAILABLE NOV AT SKYLINE TOWERS!,1700,2,NA,New Westminster
2996,House near Burnaby Lake with swimming pool,3900,4,2400,"Government Road, Burnaby"
2997,"2 bed 1.5 bath - 9521 Cardston Ct, Burnaby",1825,2,885,Cardston Ct
2998,Renovated 1 bedroom suites available in December at Redwood Manor,1450,1,700,NA
2999,New Renovted Studio For Rent In Burnaby South,600,1,330,South Slope
3000,BASEMENT SUITE 2 BEDROOM FOR RENT,1200,2,NA,Surrey
3001,Half New Renovated Four Bedrooms House For Rent In Burnaby South,2800,4,1450,South Slope
3002,BE THE FIRST TO MOVE IN EARLY 2019 - BRAND NEW SENIORS HOUSING,975,NA,355,NA
3003,BRAND NEW SENIORS HOUSING (55+) MOVE IN EARLY 2019,1300,1,494,NA
3004,Fully furnished one bedroom condo,1500,1,530,NA
3005,"Spacious & Bright 2 Level House in Glenbrook, New Westminster",2900,4,NA,New Westminster
3006,"Very Spacious & Bright Condo 22nd Floor Views, New Westminster",2250,2,NA,New Westminster
3007,"As New Condo ""Elliot"" Agnes Street, New Westminster",1695,1,NA,NA
3008,"Two Bedroom Rental, Large Balcony, Outdoor Pool, Near Skytrain",1510,2,800,North Burnaby
3009,For Rent: 5-Bed & 5-Bath House in Burnaby South (Near Metrotown)<U+2028>,4300,5,4018,South Burnaby
3010,**BACHELOR APT IN BURNABY AVAILABLE - NEW BUILDING OWNERS**,995,NA,350,NA
3011,Metrotown Burnaby Station Square 2 Bedroom+2 Bath New Build with Views,2650,2,978,Assembly Way
3012,"1 Junior bedroom BRAND NEW apartment at the Station Square, Metrotown",1900,1,510,Station Street
3013,ULTRA CONVENIENT location location CADENCE december 1st METROTOWN,2200,1,645,Macpherson Avenue
3014,"<U+25BA>Water view. Granite countertops, insuite laundry. DEC 1 (A10)",1950,2,822,New Westminster
3015,Brand New 2-Bed 2-Bath Apartment in Burnaby (Near Metrotown),2700,2,936,Metrotown
3016,Brand New 2-Bed 2-Bath Apartment in Burnaby (Near Metrotown),2600,2,926,Metrotown
3017,Penthouse at the Pixel,2200,2,743,Kingsway
3018,1 Bedroom Suite for Rent,1200,1,NA,Price Street
3019,"2 Bedroom or 3 Bedroom Rentals in Burnaby, New Westminster",1650,2,NA,New Westminter
3020,Lougheed Mall Condo 15th Floor,1695,2,850,"Carrigan, Crt Burnaby"
3021,Convenient Location- 1 Jr. BR / 1 BA / Locker/ Parking/ Balcony,1425,1,410,Highland Court
3022,"New/10. Skytrain, Safeway, Shoppers, Cinema. M3",2100,2,779,New Westminster
3023,Furnished Studio & 1 BR Rental Suites for Spring 2019,2060,1,NA,Carnarvon Street
3024,Lavish lifestyle in this residence! Don't miss out!,14980,5,NA,Wildwood Lane
3025,"Amazing house TWO deals, choose yours!",14980,5,NA,NA
3026,3 BED / 3 FULL BATH - DEC 1st FURNISHED,3200,3,1200,South Burnaby
3027,Stunning 3 bedroom apartment near Metrotown,2495,3,1194,Metrotown
3028,1 Bedroom at Nelson on the Park,1600,1,600,Nelson Street
3029,2 Bedroom and Den at Nelson on the Park,2300,2,1200,Nelson Street
3030,Modern Studio Apartment near Metrotown Station,1900,NA,558,NA
3031,4 bedroom full house North Burnaby (Westridge),3500,4,2500,Maureen Crescent
3032,1 Bedroom Apartment for Rent,1650,1,NA,Burquitlam
3033,Large basement,350,NA,NA,Patterson Avenue
3034,New 3 Bedroom Townhome-,2550,3,NA,"Dickenson Street, New Westminster"
3035,Metrotown station square 2 Bedroom 2 Baths Condo,2600,2,858,Assembly Way
3036,"stunning 1bdr/1bath  Steps to Skytrains, Brentwood Mall",850,1,NA,Madison Avenue
3037,Unfurnished  1 Bedroom Condo For Rent at Arcadia at Highgate in Burnab,1725,1,630,"Highgate,  Burnaby"
3038,Top Floor One Bedroom suite with a View!!!!!,1688,1,624,"Agnes Street, New Westminster"
3039,Brand  1 bedroom Close to Royal Oak Skytrain and Metrotown,825,1,NA,Kingsway
3040,1 bedroom suite Near Crystal Mall and Skytrain.,750,1,NA,Maywood Street
3041,"$975 / 550 ft - Large Bachelor Suite  Capitol Hill N. Burnaby, SFU",975,NA,550,North Burnaby
3042,Lovely Suite in High-Rise Building,1650,2,860,Uptown
3043,Spacious 3 Bedroom and 1 Bath!,2700,3,NA,Rosewood Street
3044,"$1,325  SPACIOUS 1 BEDROOM HEAT & HOT WATER INCLUDED ONLY $1,325",1325,1,NA,New Westminster
3045,2 Bedroom suite in central Burnaby,1400,2,630,Brentwood Mall
3046,Renovated Furnished/Unfurnished 2 bedroom garden level suite,1750,2,1100,Coquitlam
3047,Novo 2 Studio with Den at SFU,1300,1,450,University Crescent
3048,"Brand new ""Station Square 2"" 4670 Assembly Way",2000,1,600,"Assembly Way, Metrotown"
3049,1 BDRM WITH GREAT VIEW AND LOTS OF SUN,1670,1,665,NA
3050,SPACIOUS STUDIO - GREAT LOCATION STEPS FROM METROTOWN,1470,NA,589,NA
3051,(OBSOLD.COM) 2 BEDROOM in BRAND NEW BUILDING CLOSE TO METROTOWN(PIXEL),2200,2,800,Kingsway
3052,(OBSOLD.COM) LUXURY 2 BEDROOM PENTHOUSE FOR RENT! (PIXEL),2300,2,830,Kingsway
3053,(OBSOLD.COM) Luxury 2 BEDROOM with 900 SF DECK (PIXEL),2700,2,NA,NA
3054,"TERRIFIC VIEW, SKYTRAIN, AMEMITIES",2500,2,1135,NA
3055,2 BD 2 BATH  WITH FANTASTIC VIEW,2500,2,1135,NA
3056,TERRIFIC VIEW 2 BEDRM WITH 2 BATHRM CONDO,2500,2,1135,New Westminster
3057,"Brand New 2-Bedroom 2-Bath apartment at Metrotown, Burnaby",2600,2,825,"Assembly Street, Burnaby"
3058,LARGE 2 BEDROOM TWO BATH CONDO   VIEW,2500,2,1135,New Westminster
3059,brand new one bedroom basement suite for rent,1450,1,651,New Westminster
3060,ONE BEDROOM Basement suite (SFU),900,1,NA,North Burnaby
3061,"Brand new ""Station Square 2"" 4670 Assembly Way",1900,1,600,"Assembly Way, Metrotown"
3062,"Brand new ""Station Square 2"" 4670 Assembly Way, Burnaby",1800,1,513,NA
3063,Unfurnished - 1 Bedroom + 1 Bath,1700,1,624,NA
3064,**3 BR New Penthouse near  Metrotown with Enormous 1479 sq ft Patio**,2950,3,987,Metrotown
3065,"good location, quiet, well-maintained building",1367,1,NA,NA
3066,2 Bedroom suite in central Burnaby,1400,2,630,Brentwood
3067,3 bedroom lower half of house,2300,3,NA,NA
3068,BURNABY 2BR APARTMENT FOR RENT,2800,NA,NA,NA
3069,Large beautiful townhouse for rent!2br+den,2100,2,1540,North Burnaby
3070,Spectacular view  1 Bedroom Unit Available in highrise concrete tower!,1450,1,767,North Burnaby
3071,Furnished 2 bedroom Basement Suite,1300,2,NA,Royal Oak
3072,#101 - New 2 Bed 2 Bath  Waterfront Apartment,2125,2,878,New Westminster
3073,Quiet 1-BDR / Convenient Shopping & Traffic,1250,1,600,"Austin Avenue, Burnaby"
3074,Great condo for rent - Watercolours in Brentwood,1900,2,790,Yukon Crescent
3075,Triomphe Brentwood - VIP Access / Presale,1600,NA,NA,NA
3076,1 bedroom new basement laundry n storage included,900,NA,NA,NA
3077,Burnaby Edmonds Unfurnished Apartment,1700,1,624,NA
3078,1 bedrm @ Murano Loft,1800,1,800,New Westminster
3079,house for ren (up floor suite),1680,2,1300,NA
3080,"Walk to HighGate, Metrotown, Skytrain, SFU Xpress Bus",1495,1,750,NA
3081,Oaklands St Andrews Oakmount Crescent Wonderful!,1106,2,NA,Oakland Street
3082,burnaby brand new 2 beds 2 bath midori polygon,2900,2,850,"Dunblane Avenue, Burnaby"
3083,Brand New 3 Bedroom Townhouse Near Metrotown,3000,3,1150,Deer Lake
3084,BRAND NEW 1 Bed/1 Bath w Parking Condo for Rent!!,2000,1,521,NA
3085,1 bdrm- STATION square tower- furnished/unfurnished,2198,1,605,NA
3086,Burnaby Edmonds Unfurnished Apartment - 1 bed 1 bath,1700,1,624,NA
3087,Burnaby Edmonds Unfurnished Apartment,1700,1,624,NA
3088,Updated Burnaby Condo by Lougheed Mall Skytrain - Unfurnished,1750,2,NA,"Austin Avenue, Burnaby"
3089,Station Square Bright and Spacious 1 bed + Den,1980,1,622,Kingsway Burnaby
3090,Brand new  1 bedrooms apartment for rent,1700,1,590,Metrotown
3091,FULLY RENOVATED FURNISHED 2 BED 2 BATH BY LOUGHEED MALL,2495,2,888,"Austin Avenue, Burnaby"
3092,Beautiful House For Rent! in BURNABY,3200,NA,NA,NA
3093,1 Bed 1 Bath 1 Den $1950/month (strata fee included),1950,1,NA,Lennox Lane
3094,1 bedroom and den with view- 50th Floor- Station Square Metrotown,1900,1,663,"Assembly Way, Burnaby"
3095,VANCOUVER SPECIAL IN THE HIEGHTS,2800,3,1500,NA
3096,Large 2 Bed 1 Bath with 2 patios.,1550,2,830,"Saturna Drive, Burnaby"
3097,Furnished @ Metrotown || CADENCE || 1bd+1bth+pkg || December 1st,2200,1,645,NA
3098,Spacious suite near SFU/FIC in Burnaby North,1600,2,1000,NA
3099,Lovely 2 Bedroom + Den near Lougheed,1850,2,966,NA
3100,"New '09, SkyTrain, Safeway, Shoppers Drug Mart, Cinema (A2-2)",2425,2,1151,New Westminster
3101,room looking for a roommate,675,1,NA,NA
3102,bolldpm.com Lovely 2BR/2Bath Ground Level Suite w/Patio in Burnaby,2300,2,NA,South Burnaby
3103,$1000 Room & Board (Everything Included) 65+,1000,1,NA,NA
3104,Newly Renovated 3 Bedroom (Burquitlam/Lougheed Skytrain ),1780,3,1300,NA
3105,"Available December 1bdrm , includes heat hot water Burnaby",1450,1,NA,NA
3106,Ocean view 2nd suite with hot tub in Port Moody,1850,2,1300,Ioco Road
3107,2 BEDROOM APARTMENT AT METROTOWN - DECEMBER 1,1787,2,820,"Metrotown, Burnaby"
3108,Station Square 2Bed/2Bath and 1Bed/1Bath/1Den Rent in Metrotown,1890,1,NA,Metrotown
3109,Brand New 1 Bedroom Basement Suite for Rent,1200,1,NA,NA
3110,2 new large bedroom fully furnished basement suite,800,NA,NA,NA
3111,Beautiful  large Fully Furnished 2 bedroom basement suite,1550,NA,NA,NA
3112,Silhouette Apartment 1 bdrm + den,1700,NA,688,NA
3113,2 bedroom suite for Rent,1350,2,NA,New Westminister
3114,Brand  new 1 bedroom condo,1750,1,NA,NA
3115,3Bed/2Bath 30th floor High rise Condo in Brentwood Holdom skytrain  ,2600,3,1378,"Goring Street, Burnaby"
3116,5 bedrooms 3 bathrooms 2 kitchens big house for rent!!!,3020,6,2491,North Burnaby
3117,Furnished 2-Bedroom Condo with Gorgeous View for Rent!,2750,2,936,Metrotown
3118,Deer Lake 5-bedroom House for Rent,3500,5,2800,Burnaby South
3119,BRENTWOOD - 2 BR/2 Bath,2150,2,977,NA
3120,2 Bedroom Modern Units in New Building,2200,2,900,New Westminster
3121,1 Bedroom Modern Units in New Building,1650,1,600,New Westminster
3122,Brand new low rise unit for Rent!,1850,1,650,"Kingsway, Burnaby"
3123,Premium 1 bedroom + 1 den condo Met I,1780,1,601,"Nelson Avenuenue, Burnaby"
3124,"3 bedroom Nice Rancher, single house, quiet area",2380,3,1635,Oak Street
3125,Spacious Two Bedroom For Rent - Dec 1,1900,2,900,"Austin Avenue, Burnaby"
3126,Brand New Penthouse Level 1 Bed Condo w/Fraser River Views,1875,1,611,New Westminster
3127,Beautiful house main and upper floor for rent,3600,5,2900,Halligan Street Burnaby
3128,Brand new condo - station square @ metrotown,1800,1,515,"Assembly Way, Burnaby Bc"
3129,Cariboo Heights- Large 2 bedroom suite for rent,1350,2,950,NA
3130,"*** A Gem in the City in Park, Burnaby, Available ***",2150,2,800,NA
3131,(OBSOLD.COM) RENOVATED GROUND LEVEL SUITE CLOSE TO SKYTRAIN,1200,NA,650,"Royal Avenue, New Westminster"
3132,Updated 4br home in Burnaby South Slope,2700,4,3000,"Carson Place, Burnaby"
3133,2 Bedroom North Burnaby Suite,1650,2,1050,NA
3134,2 Bedroom at Nelson on the Park,1950,2,1000,Nelson Street
3135,Are you forced out of your house due to flood?  We have a 4 bdrm house,6000,4,NA,NA
3136,Five minutes walk from sky train,1685,1,957,New Westminster
3137,"Bachelor or 1 BR Suites for renting in Coquitlam, Burnaby",1300,1,NA,NA
3138,***RENOVATED TWO BEDROOM APARTMENT***,1800,1,NA,NA
3139,9620 Manchester Dr (Brookside Park),NA,2,902,NA
3140,9620 Manchester Dr,NA,2,902,NA
3141,2 bedroom basement for rent,1500,2,900,NA
3142,A Place to call Home! Barclay Woods 2,1500,1,NA,"Manchester Drive, Burnaby"
3143,Luxury Townhouse (Large and Convenient),2800,3,1600,NA
3144,Up Floor of a Single Hosue for Rent,2000,3,NA,"Elwell Street, Burnaby"
3145,2 Bed 2 Bath Brand New Basement for Rent,1950,2,1250,Burnaby Heights
3146,2 Bedroom 2 Bathroom Unit Near Metrotown Shopping Centre,2550,2,749,NA
3147,Well maintained and updated home in Burnaby Capitol Hill,2795,3,1820,NA
3148,3 Bedroom 4 Bathroom North Burnaby Furnished Home with Water View,4000,3,2600,NA
3149,"Renovated 2 bedroom - mountain view, bright, clean, secure Jan 2019",2100,2,900,Newton Street
3150,One Bedroom Suite,1600,1,650,New Westminster
3151,Spaces newly renovated suite for rent,1200,1,NA,NA
3152,Suite in Metrotown (4643 Grange Street),1725,2,1050,NA
3153,NEW - 32nd Floor 1 Bdrm Suite,1980,1,583,"Assembly Way, Burnaby"
3154,EXTREMELY SPACIOUS 2 BED + 2 BATH CONDO JUST STEPS TO METROTOWN MALL!,1750,2,900,Metrotown
3155,2 Big Bedrooms New Reno Apartment,1750,2,887,Manchester Drive
3156,WL397- MacPherson Walk 1 br apartment,1650,1,615,Irmin Street
3157,3 bedrooms close to BCIT (pet friendly),2300,3,2325,North Burnaby
3158,Nov 15th - FANTASTIC LOCATION - renovated huge 1 bedroom,1575,1,700,Metrotown
3159,1 Bedroom Suite,1260,1,NA,New Westminster
3160,WL231 Lovely renovated house for rent in 22nd St New West,2850,4,2146,NA
3161,"(VANCOUVERLUXURYRENTALS.COM)Burnaby North 4BR Home w/Views, Dec 1~",5200,4,2402,Burnaby North
3162,Close to Douglas College and Sky train,1600,2,840,New Westminster
3163,Conveniently Located 1 Bedroom Suite Close to Metrotown,700,1,450,NA
3164,Close to Douglas College and Sky train,1400,1,840,New Westminster
3165,"(VANCOUVERLUXURYRENTALS.COM)Burnaby North Furnished 3BR Townhome, NOW~",3750,3,1290,Willingdon Heights
3166,Metrotown Station-Square-brand new studio unit,1750,NA,NA,"Assembly Way, Burnaby"
3167,Brand new 2 bedroom basement suite for rent in Burnaby,1650,2,NA,NA
3168,*Brand New Square Square @ Metrotown*,1950,1,679,Metrotown
3169,#120 - 2 Bed 2 Bath and Den Waterfront Apartment,2050,2,875,New Westminster
3170,Furnished New House for Rent at Quiet Street at Burnaby,3500,3,1800,NA
3171,Burnaby East New House separate entrance 1bed suite for rent,1100,1,NA,17th Avenue
3172,Furnished 2br 2bath Metrotown apartment THE MET for rent,2700,2,850,"Nelson Avenue, Burnaby"
3173,2BD 2BA + Den Pet Friendly Brand New Grnd Flr w  Yard,2155,2,900,NA
3174,Furnished 2br 2 bath Apt close to Edmonds station,2100,NA,810,NA
3175,SFU campus 2brm+2 bath very new apartment available Now,2750,2,940,NA
3176,"2Bed+1Bath semi-basement close to Metrotown, Royal Oak skytrain",1350,2,NA,Oak Street
3177,House for rent - very convenient,2200,3,1250,North Burnaby
3178,FAMILY HOME IN SOUGHT AFTER CAPITAL HILL NEIGHBOURHOOD,2800,3,2400,North Burnaby
3179,"$2000 / 3BDRM - 1050sqft. - BEAUTIFUL, QUIET UNIT IN NORTH BURNABY",2000,3,1050,"Capella Drive, Burnaby"
3180,Newer Burnaby Apartment - Near Edmonds Skytrain,1600,1,590,14th Avenue
3181,Convenient large Metrotown Burnaby House for Rent with View,2899,4,NA,"Grafton Avenue, Burnaby"
3182,"3 bedroom, 2 full bathroom basement for rent",2100,3,NA,NA
3183,Metrotown Luxury Condo Looking Renting a Room,1200,1,900,Metrotown
3184,Basement Suite,1450,1,NA,North Burnaby
3185,"Available Nov 1 - Large 2 bdrm, 2 bath, 1300sf",1600,2,1300,"South Slope, Burnaby"
3186,Station SquareBrand New  2 bed 2 bath - Corner Condo,2600,2,825,Metrotown
